retire,in den ruhestand gehen
revolution,revolution
reward,belohnung
rid,loswerden
river,fluss
roll,rollen
row,reihe
sandwich,sandwich
shock,schock
sink,sinken
slip,unterhose
son,sohn
sorry,es tut uns leid
spare,schonen
speech,rede
spite,trotz
spray,sprühen
surprise,überraschen
suspect,vermuten
sweet,süß
swing,swing
tea,tee
till,bis
transition,übergang
twist,twist
ugly,hässlich
unlikely,unwahrscheinlich
upstairs,nach oben
usual,gewöhnlich
village,dorf
warning,warnung
weekend,wochenende
weigh,wiegen
welcome,herzlich willkommen
winner,gewinner
worker,arbeitnehmer
writer,schriftsteller
yard,garten
abroad,im ausland
alarm,alarm
anxious,ängstlich
arrive,ankommen
assistance,hilfe
attach,anfügen
behave,verhalten
bend,biege
bicycle,fahrrad
bite,beißen
blind,blind
bottle,flasche
brave,mutig
breath,atem
briefly,kurz
buyer,käufer
cable,kabel
calm,ruhig
candle,kerze
celebrate,feiern
chest,brust
chocolate,schokolade
clerk,schreiber
cloud,wolke
comprehensive,umfassend
concentrate,konzentrieren
concert,konzert
conclusion,schlussfolgerung
contribution,beitrag
convince,überzeugen
cookie,keks
counter,zähler
courage,mut
curious,neugierig
dad,papa
desk,schreibtisch
dirty,dreckig
disagree,nicht zustimmen
downtown,innenstadt
drawer,schublade
establish,festlegen
establishment,einrichtung
estimate,schätzen
examination,untersuchung
flower,blume
garbage,müll
grand,großartig
grandfather,großvater
grocery,lebensmittelgeschäft
harm,schaden
honest,ehrlich
honey,honig
ignore,ignorieren
imply,implizieren
impression,eindruck
impressive,beeindruckend
improvement,verbesserung
independence,unabhängigkeit
informal,informell
inner,innere
insect,insekt
insist,darauf bestehen
inspection,inspektion
inspector,inspektor
king,könig
knee,knie
ladder,leiter
lawyer,anwalt
leather,leder
load,belastung
loose,lose
male,männlich
menu,menü
mine,bergwerk
mirror,spiegel
moreover,außerdem
neck,hals
penalty,elfmeter
pension,pension
piano,klavier
plate,teller
pleasant,angenehm
pleased,zufrieden
potato,kartoffel
profession,beruf
professor,professor
prompt,prompt
proposed,vorgeschlagen
purple,lila
pursue,verfolgen
quantity,menge
quiet,ruhig
reaction,reaktion
refuse,sich weigern
regret,bedauern
remaining,verbleibend
requirement,anforderung
reveal,offenbaren
ruin,ruine
rush,eilen
salad,salat
sexual,sexuell
shake,shake
shift,verschiebung
shine,scheinen
ship,schiff
sister,schwester
skirt,rock
slice,scheibe
snow,schnee
specialist,spezialist
specify,angeben
steal,stehlen
stroke,schlaganfall
strongly,stark
suck,saugen
sudden,plötzlich
supermarket,supermarkt
surround,umgeben
switch,schalter
terrible,furchtbar
tired,müde
tongue,zunge
trash,müll
tune,melodie
unable,unfähig
warn,warnen
weak,schwach
weakness,schwäche
wedding,hochzeit
wooden,hölzern
worried,besorgt
yeah,ja
zone,zone
accuse,beschuldigen
admire,bewundern
admit,eingestehen
adopt,adoptieren
affair,affäre
ambition,ambition
analyst,analytiker
anger,zorn
announce,bekannt geben
anybody,irgendjemand
apologize,entschuldigen
apple,apfel
approve,genehmigen
asleep,schlafend
assignment,zuordnung
assistant,assistent
attend,besuchen
award,vergeben
bathroom,badezimmer
bear,bär
bedroom,schlafzimmer
beer,bier
belong,gehören
bid,bieten
birthday,geburtstag
bitter,bitter
boot,boot
brilliant,genial
bug,fehler
camp,lager
candy,süßigkeiten
carpet,teppich
cat,katze
celebration,feier
champion,champion
championship,meisterschaft
channel,kanal
cheek,wange
client,klient
clock,uhr
comfort,komfort
commit,verpflichten
confident,zuversichtlich
conscious,bewusst
consequence,folge
cow,kuh
crack,riss
criticize,kritisieren
dare,wagen
dear,sehr geehrter
decent,anständig
delay,verzögern
departure,abreise
deserve,verdienen
destroy,zerstören
diamond,diamant
dirt,schmutz
disappointed,enttäuscht
drunk,betrunken
ear,ohr
embarrassed,verlegen
empty,leer
engineer,ingenieur
entrance,eingang
fault,fehler
female,weiblich
fortune,vermögen
friendship,freundschaft
funeral,beerdigung
gene,gen
girlfriend,freundin
grass,gras
guilty,schuldig
guy,kerl
hat,hut
hell,hölle
hesitate,zögern
highlight,markieren
honestly,ehrlich
hurry,eile
illustrate,veranschaulichen
incident,vorfall
indication,indikation
inevitable,unvermeidlich
inform,informieren
intention,absicht
invite,einladen
island,insel
joke,witz
jury,jury
kiss,kuss
lady,dame
leg,bein
lip,lippe
lonely,einsam
mad,wütend
manufacturing,herstellung
marry,heiraten
mate,kamerad
midnight,mitternacht
motor,motor-
neat,ordentlich
negotiation,verhandlung
nerve,nerv
nervous,nervös
nowhere,nirgends
obligation,verpflichtung
odd,ungerade
ok,ok
passage,passage
passenger,passagier
pen,stift
persuade,überzeugen
pizza,pizza
platform,plattform
poet,dichter
pollution,verschmutzung
pop,pop
pour,gießen
pray,beten
pretend,so tun als ob
previously,vorher
pride,stolz
priest,priester
prize,preis-
promise,versprechen
propose,vorschlagen
punch,schlagen
quit,verlassen
recognition,anerkennung
remarkable,bemerkenswert
remind,erinnern
reply,antworten
representative,vertreter
reputation,ruf
resident,einwohner
resist,widerstehen
resort,erholungsort
ring,ring
rip,ruhe in frieden
roof,dach
rope,seil
rub,reiben
sail,segel
scheme,schema
script,skript
shall,soll
shirt,hemd
silly,albern
sir,herr
slight,leicht
smart,smart
smile,lächeln
sock,socke
speaker,redner
spell,buchstabieren
station,station
stranger,fremder
stretch,strecken
stupid,blöd
submit,einreichen
substantial,erheblich
suppose,annehmen
surgery,chirurgie
suspicious,verdächtig
sympathy,sympathie
tale,geschichte
tall,hoch
tear,träne
temporary,vorübergehend
throat,kehle
tiny,sehr klein
toe,zehe
tomorrow,morgen
tower,turm
trainer,trainer
translate,übersetzen
truck,lkw
uncle,onkel
wake,aufwachen
weekly,wöchentlich
whoever,wer auch immer
witness,zeuge
wrap,wickeln
yesterday,gestern
youth,
